OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
M,wcharm,up,4,0.0,2.5,130.0,160.0,-1.0,1.0,1.077106
M,wcharm,up,4,0.0,2.5,160.0,250.0,-1.0,1.0,1.131717
T,wcharm,central,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.809352
T,wcharm,central,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.868261
T,wcharm,central,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.903347
T,wcharm,central,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.899803
T,wcharm,central,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.903664
T,wcharm,central,4,0.0,2.5,130.0,160.0,-1.0,1.0,0.837919
T,wcharm,central,4,0.0,2.5,160.0,250.0,-1.0,1.0,0.968878
T,wcharm,down,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.782322
T,wcharm,down,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.839982
T,wcharm,down,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.8680680000000001
T,wcharm,down,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.862338
T,wcharm,down,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.841515
T,wcharm,down,4,0.0,2.5,130.0,160.0,-1.0,1.0,0.740733
T,wcharm,down,4,0.0,2.5,160.0,250.0,-1.0,1.0,0.805088
T,wcharm,up,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.836382
T,wcharm,up,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.8965399999999999
T,wcharm,up,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.938626
T,wcharm,up,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.937268
T,wcharm,up,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.965813
T,wcharm,up,4,0.0,2.5,130.0,160.0,-1.0,1.0,0.935105
T,wcharm,up,4,0.0,2.5,160.0,250.0,-1.0,1.0,1.132668
L,TnP,central,5,0.0,2.5,30.0,50.0,0.0,1.0,1.06949034887
L,TnP,down,5,0.0,2.5,30.0,50.0,0.0,1.0,1.02217788864
L,TnP,up,5,0.0,2.5,30.0,50.0,0.0,1.0,1.1168028091
L,TnP,central,5,0.0,2.5,50.0,70.0,0.0,1.0,1.05691627208
L,TnP,down,5,0.0,2.5,50.0,70.0,0.0,1.0,1.00716876918
L,TnP,up,5,0.0,2.5,50.0,70.0,0.0,1.0,1.10666377498
L,TnP,central,5,0.0,2.5,70.0,100.0,0.0,1.0,1.07468388653
L,TnP,down,5,0.0,2.5,70.0,100.0,0.0,1.0,1.03481519678
L,TnP,up,5,0.0,2.5,70.0,100.0,0.0,1.0,1.11455257627
L,TnP,central,5,0.0,2.5,100.0,140.0,0.0,1.0,1.07267154282
L,TnP,down,5,0.0,2.5,100.0,140.0,0.0,1.0,1.04258287469
L,TnP,up,5,0.0,2.5,100.0,140.0,0.0,1.0,1.10276021095
L,TnP,central,5,0.0,2.5,140.0,200.0,0.0,1.0,1.11195330023
L,TnP,down,5,0.0,2.5,140.0,200.0,0.0,1.0,1.07663822465
L,TnP,up,5,0.0,2.5,140.0,200.0,0.0,1.0,1.14726837582
M,TnP,central,5,0.0,2.5,30.0,50.0,0.0,1.0,1.05603548565
M,TnP,down,5,0.0,2.5,30.0,50.0,0.0,1.0,1.00234281428
M,TnP,up,5,0.0,2.5,30.0,50.0,0.0,1.0,1.10972815703
M,TnP,central,5,0.0,2.5,50.0,70.0,0.0,1.0,0.908408863522
M,TnP,down,5,0.0,2.5,50.0,70.0,0.0,1.0,0.853861413766
M,TnP,up,5,0.0,2.5,50.0,70.0,0.0,1.0,0.962956313278
M,TnP,central,5,0.0,2.5,70.0,100.0,0.0,1.0,1.10344640851
M,TnP,down,5,0.0,2.5,70.0,100.0,0.0,1.0,1.0597664069
M,TnP,up,5,0.0,2.5,70.0,100.0,0.0,1.0,1.14712641012
M,TnP,central,5,0.0,2.5,100.0,140.0,0.0,1.0,1.06575441301
M,TnP,down,5,0.0,2.5,100.0,140.0,0.0,1.0,1.02939504758
M,TnP,up,5,0.0,2.5,100.0,140.0,0.0,1.0,1.10211377843
M,TnP,central,5,0.0,2.5,140.0,200.0,0.0,1.0,1.12143708828
M,TnP,down,5,0.0,2.5,140.0,200.0,0.0,1.0,1.08013157098
M,TnP,up,5,0.0,2.5,140.0,200.0,0.0,1.0,1.16274260559
T,TnP,central,5,0.0,2.5,30.0,50.0,0.0,1.0,0.979422958446
T,TnP,down,5,0.0,2.5,30.0,50.0,0.0,1.0,0.9271478003
T,TnP,up,5,0.0,2.5,30.0,50.0,0.0,1.0,1.03169811659
T,TnP,central,5,0.0,2.5,50.0,70.0,0.0,1.0,0.938798239173
T,TnP,down,5,0.0,2.5,50.0,70.0,0.0,1.0,0.887336272078
T,TnP,up,5,0.0,2.5,50.0,70.0,0.0,1.0,0.990260206268
T,TnP,central,5,0.0,2.5,70.0,100.0,0.0,1.0,1.05296386799
T,TnP,down,5,0.0,2.5,70.0,100.0,0.0,1.0,1.0145914782
T,TnP,up,5,0.0,2.5,70.0,100.0,0.0,1.0,1.09133625779
T,TnP,central,5,0.0,2.5,100.0,140.0,0.0,1.0,1.0695117857
T,TnP,down,5,0.0,2.5,100.0,140.0,0.0,1.0,1.03417503993
T,TnP,up,5,0.0,2.5,100.0,140.0,0.0,1.0,1.10484853147
T,TnP,central,5,0.0,2.5,140.0,200.0,0.0,1.0,1.06346869906
T,TnP,down,5,0.0,2.5,140.0,200.0,0.0,1.0,1.02132989661
T,TnP,up,5,0.0,2.5,140.0,200.0,0.0,1.0,1.10560750152
L,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,0.984264+20.7174/x+655.942/(x*x)+-1836.05/((x--6.48183)*(x--6.48183)) 
L,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.984264+20.7174/x+655.942/(x*x)+-1836.05/((x- -6.48183)*(x- -6.48183)))*(1-(0.0294368+-1.24747e-06*x+8.89448e-10*x*x)) 
L,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.984264+20.7174/x+655.942/(x*x)+-1836.05/((x- -6.48183)*(x- -6.48183)))*(1-(0.0287045+-1.25459e-06*x+8.85119e-10*x*x)) 
L,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.984264+20.7174/x+655.942/(x*x)+-1836.05/((x- -6.48183)*(x- -6.48183)))*(1-(0.00650995)) 
L,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.984264+20.7174/x+655.942/(x*x)+-1836.05/((x- -6.48183)*(x- -6.48183)))*(1+(0.0294368+-1.24747e-06*x+8.89448e-10*x*x)) 
L,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.984264+20.7174/x+655.942/(x*x)+-1836.05/((x- -6.48183)*(x- -6.48183)))*(1+(0.0287045+-1.25459e-06*x+8.85119e-10*x*x)) 
L,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.984264+20.7174/x+655.942/(x*x)+-1836.05/((x- -6.48183)*(x- -6.48183)))*(1+(0.00650995)) 
M,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.37855+-0.000549131*x+3.05376e-07*x*x+-3.76747/x 
M,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37855+-0.000549131*x+3.05376e-07*x*x+-3.76747/x)*(1-(0.0884298+-4.15153e-07*x+-1.21458e-08*x*x)) 
M,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37855+-0.000549131*x+3.05376e-07*x*x+-3.76747/x)*(1-(0.085786+-1.78205e-07*x+-1.27466e-08*x*x)) 
M,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37855+-0.000549131*x+3.05376e-07*x*x+-3.76747/x)*(1-(0.0213008)) 
M,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37855+-0.000549131*x+3.05376e-07*x*x+-3.76747/x)*(1+(0.0884298+-4.15153e-07*x+-1.21458e-08*x*x)) 
M,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37855+-0.000549131*x+3.05376e-07*x*x+-3.76747/x)*(1+(0.085786+-1.78205e-07*x+-1.27466e-08*x*x)) 
M,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37855+-0.000549131*x+3.05376e-07*x*x+-3.76747/x)*(1+(0.0213008)) 
T,incl,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.37717+-0.00107803*x+7.1253e-07*x*x+-8.46103/x 
T,incl,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37717+-0.00107803*x+7.1253e-07*x*x+-8.46103/x)*(1-(0.165593+6.43651e-05*x+-1.04852e-07*x*x)) 
T,incl,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37717+-0.00107803*x+7.1253e-07*x*x+-8.46103/x)*(1-(0.160776+6.66959e-05*x+-1.08107e-07*x*x)) 
T,incl,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37717+-0.00107803*x+7.1253e-07*x*x+-8.46103/x)*(1-(0.0393656)) 
T,incl,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37717+-0.00107803*x+7.1253e-07*x*x+-8.46103/x)*(1+(0.165593+6.43651e-05*x+-1.04852e-07*x*x)) 
T,incl,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37717+-0.00107803*x+7.1253e-07*x*x+-8.46103/x)*(1+(0.160776+6.66959e-05*x+-1.08107e-07*x*x)) 
T,incl,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.37717+-0.00107803*x+7.1253e-07*x*x+-8.46103/x)*(1+(0.0393656)) 
