OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
L,wcharm,central,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.978151
L,wcharm,central,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.986666
L,wcharm,central,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.98394
L,wcharm,central,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.987786
L,wcharm,central,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.974224
L,wcharm,central,4,0.0,2.5,130.0,160.0,-1.0,1.0,0.993954
L,wcharm,central,4,0.0,2.5,160.0,250.0,-1.0,1.0,0.973654
L,wcharm,down,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.957407
L,wcharm,down,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.974337
L,wcharm,down,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.9648220000000001
L,wcharm,down,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.9600920000000001
L,wcharm,down,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.9208149999999999
L,wcharm,down,4,0.0,2.5,130.0,160.0,-1.0,1.0,0.89197
L,wcharm,down,4,0.0,2.5,160.0,250.0,-1.0,1.0,0.8349300000000001
L,wcharm,up,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.998895
L,wcharm,up,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.9989950000000001
L,wcharm,up,4,0.0,2.5,50.0,70.0,-1.0,1.0,1.003058
L,wcharm,up,4,0.0,2.5,70.0,100.0,-1.0,1.0,1.0154800000000002
L,wcharm,up,4,0.0,2.5,100.0,130.0,-1.0,1.0,1.027633
L,wcharm,up,4,0.0,2.5,130.0,160.0,-1.0,1.0,1.095938
L,wcharm,up,4,0.0,2.5,160.0,250.0,-1.0,1.0,1.112378
M,wcharm,central,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.89131
M,wcharm,central,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.916599
M,wcharm,central,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.962608
M,wcharm,central,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.965577
M,wcharm,central,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.922099
M,wcharm,central,4,0.0,2.5,130.0,160.0,-1.0,1.0,0.970015
M,wcharm,central,4,0.0,2.5,160.0,250.0,-1.0,1.0,0.981882
M,wcharm,down,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.8627790000000001
M,wcharm,down,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.8941460000000001
M,wcharm,down,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.932841
M,wcharm,down,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.9323710000000001
M,wcharm,down,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.867011
M,wcharm,down,4,0.0,2.5,130.0,160.0,-1.0,1.0,0.8629239999999999
M,wcharm,down,4,0.0,2.5,160.0,250.0,-1.0,1.0,0.832047
M,wcharm,up,4,0.0,2.5,25.0,30.0,-1.0,1.0,0.919841
M,wcharm,up,4,0.0,2.5,30.0,50.0,-1.0,1.0,0.939052
M,wcharm,up,4,0.0,2.5,50.0,70.0,-1.0,1.0,0.992375
M,wcharm,up,4,0.0,2.5,70.0,100.0,-1.0,1.0,0.998783
M,wcharm,up,4,0.0,2.5,100.0,130.0,-1.0,1.0,0.977187
