OperatingPoint,measurementType,sysType,jetFlavor,cvlMin,cvlMax,cvbMin,cvbMax,formula
shape,iterativefit,central,0,0.0,0.02,0.0,0.02,3.8140220642
shape,iterativefit,central,0,0.0,0.02,0.02,0.04,3.8140220642
shape,iterativefit,central,0,0.0,0.02,0.04,0.06,3.8140220642
shape,iterativefit,central,0,0.0,0.02,0.06,0.08,3.8140220642
shape,iterativefit,central,0,0.0,0.02,0.08,0.1,3.8140220642
shape,iterativefit,central,0,0.0,0.02,0.1,0.12,1.3680311441
shape,iterativefit,central,0,0.0,0.02,0.12,0.14,1.3680311441
shape,iterativefit,central,0,0.0,0.02,0.14,0.16,1.3680311441
shape,iterativefit,central,0,0.0,0.02,0.16,0.18,1.3680311441
shape,iterativefit,central,0,0.0,0.02,0.18,0.2,1.3680311441
shape,iterativefit,central,0,0.0,0.02,0.2,0.22,1.4596858025
shape,iterativefit,central,0,0.0,0.02,0.22,0.24,1.4596858025
shape,iterativefit,central,0,0.0,0.02,0.24,0.26,1.4596858025
shape,iterativefit,central,0,0.0,0.02,0.26,0.28,1.4596858025
shape,iterativefit,central,0,0.0,0.02,0.28,0.3,1.4596858025
shape,iterativefit,central,0,0.0,0.02,0.3,0.32,1.4596858025
shape,iterativefit,central,0,0.0,0.02,0.32,0.34,1.3100295067
shape,iterativefit,central,0,0.0,0.02,0.34,0.36,1.3100295067
shape,iterativefit,central,0,0.0,0.02,0.36,0.38,1.3100295067
shape,iterativefit,central,0,0.0,0.02,0.38,0.4,1.3100295067
shape,iterativefit,central,0,0.0,0.02,0.4,0.42,1.3715745211
shape,iterativefit,central,0,0.0,0.02,0.42,0.44,1.3715745211
shape,iterativefit,central,0,0.0,0.02,0.44,0.46,1.3715745211
shape,iterativefit,central,0,0.0,0.02,0.46,0.48,1.3715745211
shape,iterativefit,central,0,0.0,0.02,0.48,0.5,1.3715745211
shape,iterativefit,central,0,0.0,0.02,0.5,0.52,1.3715745211
shape,iterativefit,central,0,0.0,0.02,0.52,0.54,1.2901886702
shape,iterativefit,central,0,0.0,0.02,0.54,0.56,1.2901886702
shape,iterativefit,central,0,0.0,0.02,0.56,0.58,1.2901886702
shape,iterativefit,central,0,0.0,0.02,0.58,0.6,1.2901886702
shape,iterativefit,central,0,0.0,0.02,0.6,0.62,1.2208094597
shape,iterativefit,central,0,0.0,0.02,0.62,0.64,1.2208094597
shape,iterativefit,central,0,0.0,0.02,0.64,0.66,1.2208094597
shape,iterativefit,central,0,0.0,0.02,0.66,0.68,1.2208094597
shape,iterativefit,central,0,0.0,0.02,0.68,0.7,1.2208094597
shape,iterativefit,central,0,0.0,0.02,0.7,0.72,1.2208094597
shape,iterativefit,central,0,0.0,0.02,0.72,0.74,1.0656173229
shape,iterativefit,central,0,0.0,0.02,0.74,0.76,1.0656173229
shape,iterativefit,central,0,0.0,0.02,0.76,0.78,1.0656173229
shape,iterativefit,central,0,0.0,0.02,0.78,0.8,1.0656173229
shape,iterativefit,central,0,0.0,0.02,0.8,0.82,0.9123148322
shape,iterativefit,central,0,0.0,0.02,0.82,0.84,0.8994312882
shape,iterativefit,central,0,0.0,0.02,0.84,0.86,0.8592889905
shape,iterativefit,central,0,0.0,0.02,0.86,0.88,0.8592889905
shape,iterativefit,central,0,0.0,0.02,0.88,0.9,0.8592889905
shape,iterativefit,central,0,0.0,0.02,0.9,0.92,0.8927987218
shape,iterativefit,central,0,0.0,0.02,0.92,0.94,0.8927987218
shape,iterativefit,central,0,0.0,0.02,0.94,0.96,0.8927987218
shape,iterativefit,central,0,0.0,0.02,0.96,0.98,1.0188982487
shape,iterativefit,central,0,0.0,0.02,0.98,1.0,1.0188982487
shape,iterativefit,central,0,0.02,0.04,0.0,0.02,3.8140220642
shape,iterativefit,central,0,0.02,0.04,0.02,0.04,3.8140220642
shape,iterativefit,central,0,0.02,0.04,0.04,0.06,3.8140220642
shape,iterativefit,central,0,0.02,0.04,0.06,0.08,3.8140220642
shape,iterativefit,central,0,0.02,0.04,0.08,0.1,3.8140220642
shape,iterativefit,central,0,0.02,0.04,0.1,0.12,1.3680311441
shape,iterativefit,central,0,0.02,0.04,0.12,0.14,1.3680311441
shape,iterativefit,central,0,0.02,0.04,0.14,0.16,1.3680311441
shape,iterativefit,central,0,0.02,0.04,0.16,0.18,1.3680311441
shape,iterativefit,central,0,0.02,0.04,0.18,0.2,1.3680311441
shape,iterativefit,central,0,0.02,0.04,0.2,0.22,1.4596858025
shape,iterativefit,central,0,0.02,0.04,0.22,0.24,1.4596858025
shape,iterativefit,central,0,0.02,0.04,0.24,0.26,1.4596858025
shape,iterativefit,central,0,0.02,0.04,0.26,0.28,1.4596858025
shape,iterativefit,central,0,0.02,0.04,0.28,0.3,1.4596858025
shape,iterativefit,central,0,0.02,0.04,0.3,0.32,1.4596858025
shape,iterativefit,central,0,0.02,0.04,0.32,0.34,1.3100295067
shape,iterativefit,central,0,0.02,0.04,0.34,0.36,1.3100295067
shape,iterativefit,central,0,0.02,0.04,0.36,0.38,1.3100295067
shape,iterativefit,central,0,0.02,0.04,0.38,0.4,1.3100295067
shape,iterativefit,central,0,0.02,0.04,0.4,0.42,1.3100295067
shape,iterativefit,central,0,0.02,0.04,0.42,0.44,1.3715745211
shape,iterativefit,central,0,0.02,0.04,0.44,0.46,1.3715745211
shape,iterativefit,central,0,0.02,0.04,0.46,0.48,1.3715745211
shape,iterativefit,central,0,0.02,0.04,0.48,0.5,1.3715745211
shape,iterativefit,central,0,0.02,0.04,0.5,0.52,1.3715745211
shape,iterativefit,central,0,0.02,0.04,0.52,0.54,1.2901886702
shape,iterativefit,central,0,0.02,0.04,0.54,0.56,1.2901886702
shape,iterativefit,central,0,0.02,0.04,0.56,0.58,1.2901886702
shape,iterativefit,central,0,0.02,0.04,0.58,0.6,1.2901886702
shape,iterativefit,central,0,0.02,0.04,0.6,0.62,1.1441777945
shape,iterativefit,central,0,0.02,0.04,0.62,0.64,1.2208094597
shape,iterativefit,central,0,0.02,0.04,0.64,0.66,1.2208094597
shape,iterativefit,central,0,0.02,0.04,0.66,0.68,1.2208094597
shape,iterativefit,central,0,0.02,0.04,0.68,0.7,1.2208094597
shape,iterativefit,central,0,0.02,0.04,0.7,0.72,1.010584712
shape,iterativefit,central,0,0.02,0.04,0.72,0.74,1.0656173229
shape,iterativefit,central,0,0.02,0.04,0.74,0.76,1.0656173229
shape,iterativefit,central,0,0.02,0.04,0.76,0.78,1.0656173229
shape,iterativefit,central,0,0.02,0.04,0.78,0.8,1.0656173229
shape,iterativefit,central,0,0.02,0.04,0.8,0.82,0.9123148322
shape,iterativefit,central,0,0.02,0.04,0.82,0.84,0.9203556776
shape,iterativefit,central,0,0.02,0.04,0.84,0.86,0.8994312882
shape,iterativefit,central,0,0.02,0.04,0.86,0.88,0.8592889905
shape,iterativefit,central,0,0.02,0.04,0.88,0.9,0.8706668615
shape,iterativefit,central,0,0.02,0.04,0.9,0.92,0.8850485086
shape,iterativefit,central,0,0.02,0.04,0.92,0.94,0.8927987218
shape,iterativefit,central,0,0.02,0.04,0.94,0.96,1.0188982487
shape,iterativefit,central,0,0.02,0.04,0.96,0.98,1.0188982487
shape,iterativefit,central,0,0.02,0.04,0.98,1.0,1.1294349432
shape,iterativefit,central,0,0.04,0.06,0.0,0.02,3.8140220642
shape,iterativefit,central,0,0.04,0.06,0.02,0.04,3.8140220642
shape,iterativefit,central,0,0.04,0.06,0.04,0.06,3.8140220642
shape,iterativefit,central,0,0.04,0.06,0.06,0.08,3.8140220642
shape,iterativefit,central,0,0.04,0.06,0.08,0.1,3.8140220642
shape,iterativefit,central,0,0.04,0.06,0.1,0.12,1.3680311441
shape,iterativefit,central,0,0.04,0.06,0.12,0.14,1.3680311441
shape,iterativefit,central,0,0.04,0.06,0.14,0.16,1.3680311441
shape,iterativefit,central,0,0.04,0.06,0.16,0.18,1.3680311441
shape,iterativefit,central,0,0.04,0.06,0.18,0.2,1.3680311441
shape,iterativefit,central,0,0.04,0.06,0.2,0.22,1.4596858025
shape,iterativefit,central,0,0.04,0.06,0.22,0.24,1.4596858025
shape,iterativefit,central,0,0.04,0.06,0.24,0.26,1.4596858025
shape,iterativefit,central,0,0.04,0.06,0.26,0.28,1.4596858025
shape,iterativefit,central,0,0.04,0.06,0.28,0.3,1.4596858025
shape,iterativefit,central,0,0.04,0.06,0.3,0.32,1.4596858025
shape,iterativefit,central,0,0.04,0.06,0.32,0.34,1.3100295067
shape,iterativefit,central,0,0.04,0.06,0.34,0.36,1.3100295067
shape,iterativefit,central,0,0.04,0.06,0.36,0.38,1.3100295067
shape,iterativefit,central,0,0.04,0.06,0.38,0.4,1.3100295067
shape,iterativefit,central,0,0.04,0.06,0.4,0.42,1.3100295067
shape,iterativefit,central,0,0.04,0.06,0.42,0.44,1.3715745211
shape,iterativefit,central,0,0.04,0.06,0.44,0.46,1.3715745211
shape,iterativefit,central,0,0.04,0.06,0.46,0.48,1.3715745211
shape,iterativefit,central,0,0.04,0.06,0.48,0.5,1.3715745211
shape,iterativefit,central,0,0.04,0.06,0.5,0.52,1.3715745211
shape,iterativefit,central,0,0.04,0.06,0.52,0.54,1.2901886702
shape,iterativefit,central,0,0.04,0.06,0.54,0.56,1.2901886702
shape,iterativefit,central,0,0.04,0.06,0.56,0.58,1.2901886702
shape,iterativefit,central,0,0.04,0.06,0.58,0.6,1.2901886702
shape,iterativefit,central,0,0.04,0.06,0.6,0.62,1.1441777945
shape,iterativefit,central,0,0.04,0.06,0.62,0.64,1.1441777945
shape,iterativefit,central,0,0.04,0.06,0.64,0.66,1.2208094597
shape,iterativefit,central,0,0.04,0.06,0.66,0.68,1.2023584843
shape,iterativefit,central,0,0.04,0.06,0.68,0.7,1.1712629795
shape,iterativefit,central,0,0.04,0.06,0.7,0.72,1.1469560862
shape,iterativefit,central,0,0.04,0.06,0.72,0.74,1.1220787764
shape,iterativefit,central,0,0.04,0.06,0.74,0.76,1.089515686
shape,iterativefit,central,0,0.04,0.06,0.76,0.78,1.0450630188
shape,iterativefit,central,0,0.04,0.06,0.78,0.8,0.994143784
shape,iterativefit,central,0,0.04,0.06,0.8,0.82,0.9437746406
shape,iterativefit,central,0,0.04,0.06,0.82,0.84,0.9023874998
shape,iterativefit,central,0,0.04,0.06,0.84,0.86,0.8948001862
shape,iterativefit,central,0,0.04,0.06,0.86,0.88,0.9349924326
shape,iterativefit,central,0,0.04,0.06,0.88,0.9,0.9531932473
shape,iterativefit,central,0,0.04,0.06,0.9,0.92,0.9788709283
shape,iterativefit,central,0,0.04,0.06,0.92,0.94,0.9901896119
shape,iterativefit,central,0,0.04,0.06,0.94,0.96,1.0188982487
shape,iterativefit,central,0,0.04,0.06,0.96,0.98,1.1294349432
shape,iterativefit,central,0,0.04,0.06,0.98,1.0,1.1294349432
shape,iterativefit,central,0,0.06,0.08,0.0,0.02,3.8140220642
shape,iterativefit,central,0,0.06,0.08,0.02,0.04,3.8140220642
shape,iterativefit,central,0,0.06,0.08,0.04,0.06,3.8140220642
shape,iterativefit,central,0,0.06,0.08,0.06,0.08,3.8140220642
shape,iterativefit,central,0,0.06,0.08,0.08,0.1,3.8140220642
shape,iterativefit,central,0,0.06,0.08,0.1,0.12,1.3680311441
shape,iterativefit,central,0,0.06,0.08,0.12,0.14,1.3680311441
shape,iterativefit,central,0,0.06,0.08,0.14,0.16,1.3680311441
shape,iterativefit,central,0,0.06,0.08,0.16,0.18,1.3680311441
shape,iterativefit,central,0,0.06,0.08,0.18,0.2,1.3680311441
shape,iterativefit,central,0,0.06,0.08,0.2,0.22,1.4596858025
shape,iterativefit,central,0,0.06,0.08,0.22,0.24,1.4596858025
shape,iterativefit,central,0,0.06,0.08,0.24,0.26,1.4596858025
shape,iterativefit,central,0,0.06,0.08,0.26,0.28,1.4596858025
shape,iterativefit,central,0,0.06,0.08,0.28,0.3,1.4596858025
shape,iterativefit,central,0,0.06,0.08,0.3,0.32,1.4596858025
shape,iterativefit,central,0,0.06,0.08,0.32,0.34,1.3100295067
shape,iterativefit,central,0,0.06,0.08,0.34,0.36,1.3100295067
shape,iterativefit,central,0,0.06,0.08,0.36,0.38,1.3100295067
shape,iterativefit,central,0,0.06,0.08,0.38,0.4,1.3100295067
shape,iterativefit,central,0,0.06,0.08,0.4,0.42,1.3100295067
shape,iterativefit,central,0,0.06,0.08,0.42,0.44,1.3715745211
shape,iterativefit,central,0,0.06,0.08,0.44,0.46,1.3715745211
shape,iterativefit,central,0,0.06,0.08,0.46,0.48,1.3715745211
shape,iterativefit,central,0,0.06,0.08,0.48,0.5,1.3715745211
shape,iterativefit,central,0,0.06,0.08,0.5,0.52,1.3715745211
shape,iterativefit,central,0,0.06,0.08,0.52,0.54,1.3573750257
shape,iterativefit,central,0,0.06,0.08,0.54,0.56,1.3445512056
shape,iterativefit,central,0,0.06,0.08,0.56,0.58,1.3355193138
shape,iterativefit,central,0,0.06,0.08,0.58,0.6,1.3179023266
shape,iterativefit,central,0,0.06,0.08,0.6,0.62,1.2739504576
shape,iterativefit,central,0,0.06,0.08,0.62,0.64,1.1926931143
shape,iterativefit,central,0,0.06,0.08,0.64,0.66,1.1577091217
shape,iterativefit,central,0,0.06,0.08,0.66,0.68,1.1352800131
shape,iterativefit,central,0,0.06,0.08,0.68,0.7,1.0478363037
shape,iterativefit,central,0,0.06,0.08,0.7,0.72,1.0164321661
shape,iterativefit,central,0,0.06,0.08,0.72,0.74,0.9911006689
shape,iterativefit,central,0,0.06,0.08,0.74,0.76,0.9736066461
shape,iterativefit,central,0,0.06,0.08,0.76,0.78,0.9396378398
shape,iterativefit,central,0,0.06,0.08,0.78,0.8,0.9264917374
shape,iterativefit,central,0,0.06,0.08,0.8,0.82,0.9316828251
shape,iterativefit,central,0,0.06,0.08,0.82,0.84,0.9678464532
shape,iterativefit,central,0,0.06,0.08,0.84,0.86,0.9978644252
shape,iterativefit,central,0,0.06,0.08,0.86,0.88,1.0243951082
shape,iterativefit,central,0,0.06,0.08,0.88,0.9,1.0371069908
shape,iterativefit,central,0,0.06,0.08,0.9,0.92,1.0467363596
shape,iterativefit,central,0,0.06,0.08,0.92,0.94,1.0700050592
shape,iterativefit,central,0,0.06,0.08,0.94,0.96,1.0701133013
shape,iterativefit,central,0,0.06,0.08,0.96,0.98,1.1317869425
shape,iterativefit,central,0,0.06,0.08,0.98,1.0,1.1294349432
shape,iterativefit,central,0,0.08,0.1,0.0,0.02,3.8140220642
shape,iterativefit,central,0,0.08,0.1,0.02,0.04,3.8140220642
shape,iterativefit,central,0,0.08,0.1,0.04,0.06,3.2724962234
shape,iterativefit,central,0,0.08,0.1,0.06,0.08,2.7042586803
shape,iterativefit,central,0,0.08,0.1,0.08,0.1,2.1975479126
shape,iterativefit,central,0,0.08,0.1,0.1,0.12,1.7930636406
shape,iterativefit,central,0,0.08,0.1,0.12,0.14,1.5315059423
shape,iterativefit,central,0,0.08,0.1,0.14,0.16,1.4084663391
shape,iterativefit,central,0,0.08,0.1,0.16,0.18,1.3183748722
shape,iterativefit,central,0,0.08,0.1,0.18,0.2,1.3536669016
shape,iterativefit,central,0,0.08,0.1,0.2,0.22,1.4117596149
shape,iterativefit,central,0,0.08,0.1,0.22,0.24,1.4558371305
shape,iterativefit,central,0,0.08,0.1,0.24,0.26,1.4494190216
shape,iterativefit,central,0,0.08,0.1,0.26,0.28,1.4368188381
shape,iterativefit,central,0,0.08,0.1,0.28,0.3,1.3984752893
shape,iterativefit,central,0,0.08,0.1,0.3,0.32,1.347440958
shape,iterativefit,central,0,0.08,0.1,0.32,0.34,1.3054968119
shape,iterativefit,central,0,0.08,0.1,0.34,0.36,1.2877457142
shape,iterativefit,central,0,0.08,0.1,0.36,0.38,1.2839499712
shape,iterativefit,central,0,0.08,0.1,0.38,0.4,1.2969542742
shape,iterativefit,central,0,0.08,0.1,0.4,0.42,1.3212615252
shape,iterativefit,central,0,0.08,0.1,0.42,0.44,1.3345705271
shape,iterativefit,central,0,0.08,0.1,0.44,0.46,1.3242515326
shape,iterativefit,central,0,0.08,0.1,0.46,0.48,1.3028467894
shape,iterativefit,central,0,0.08,0.1,0.48,0.5,1.2651809454
shape,iterativefit,central,0,0.08,0.1,0.5,0.52,1.2335193157
shape,iterativefit,central,0,0.08,0.1,0.52,0.54,1.2168484926
shape,iterativefit,central,0,0.08,0.1,0.54,0.56,1.200804472
shape,iterativefit,central,0,0.08,0.1,0.56,0.58,1.20403862
shape,iterativefit,central,0,0.08,0.1,0.58,0.6,1.1788249016
shape,iterativefit,central,0,0.08,0.1,0.6,0.62,1.1360411644
shape,iterativefit,central,0,0.08,0.1,0.62,0.64,1.0719454288
shape,iterativefit,central,0,0.08,0.1,0.64,0.66,0.9943193197
shape,iterativefit,central,0,0.08,0.1,0.66,0.68,0.9960933924
shape,iterativefit,central,0,0.08,0.1,0.68,0.7,1.0031101704
shape,iterativefit,central,0,0.08,0.1,0.7,0.72,1.0202304125
shape,iterativefit,central,0,0.08,0.1,0.72,0.74,1.0047008991
shape,iterativefit,central,0,0.08,0.1,0.74,0.76,0.9490756392
shape,iterativefit,central,0,0.08,0.1,0.76,0.78,0.9467275143
shape,iterativefit,central,0,0.08,0.1,0.78,0.8,0.9747279286
shape,iterativefit,central,0,0.08,0.1,0.8,0.82,0.9958139062
shape,iterativefit,central,0,0.08,0.1,0.82,0.84,1.0434814692
shape,iterativefit,central,0,0.08,0.1,0.84,0.86,1.0852708817
shape,iterativefit,central,0,0.08,0.1,0.86,0.88,1.0984476805
shape,iterativefit,central,0,0.08,0.1,0.88,0.9,1.097974658
shape,iterativefit,central,0,0.08,0.1,0.9,0.92,1.0916199684
shape,iterativefit,central,0,0.08,0.1,0.92,0.94,1.0871520042
shape,iterativefit,central,0,0.08,0.1,0.94,0.96,1.0949399471
shape,iterativefit,central,0,0.08,0.1,0.96,0.98,1.1571712494
shape,iterativefit,central,0,0.08,0.1,0.98,1.0,1.1294349432
shape,iterativefit,central,0,0.1,0.12,0.0,0.02,3.8140220642
shape,iterativefit,central,0,0.1,0.12,0.02,0.04,3.8140220642
shape,iterativefit,central,0,0.1,0.12,0.04,0.06,2.7697985172
shape,iterativefit,central,0,0.1,0.12,0.06,0.08,2.2260086536
shape,iterativefit,central,0,0.1,0.12,0.08,0.1,1.8634198904
shape,iterativefit,central,0,0.1,0.12,0.1,0.12,1.6733076572
shape,iterativefit,central,0,0.1,0.12,0.12,0.14,1.5188508034
shape,iterativefit,central,0,0.1,0.12,0.14,0.16,1.4048041105
shape,iterativefit,central,0,0.1,0.12,0.16,0.18,1.3287703991
shape,iterativefit,central,0,0.1,0.12,0.18,0.2,1.2802501917
shape,iterativefit,central,0,0.1,0.12,0.2,0.22,1.3147320747
shape,iterativefit,central,0,0.1,0.12,0.22,0.24,1.3926826715
shape,iterativefit,central,0,0.1,0.12,0.24,0.26,1.3809481859
shape,iterativefit,central,0,0.1,0.12,0.26,0.28,1.3689271212
shape,iterativefit,central,0,0.1,0.12,0.28,0.3,1.348962903
shape,iterativefit,central,0,0.1,0.12,0.3,0.32,1.3132610321
shape,iterativefit,central,0,0.1,0.12,0.32,0.34,1.2551589012
shape,iterativefit,central,0,0.1,0.12,0.34,0.36,1.2326250076
shape,iterativefit,central,0,0.1,0.12,0.36,0.38,1.2244287729
shape,iterativefit,central,0,0.1,0.12,0.38,0.4,1.2198848724
shape,iterativefit,central,0,0.1,0.12,0.4,0.42,1.2197436094
shape,iterativefit,central,0,0.1,0.12,0.42,0.44,1.2320272923
shape,iterativefit,central,0,0.1,0.12,0.44,0.46,1.2223643064
shape,iterativefit,central,0,0.1,0.12,0.46,0.48,1.1909965277
shape,iterativefit,central,0,0.1,0.12,0.48,0.5,1.1640427113
shape,iterativefit,central,0,0.1,0.12,0.5,0.52,1.1184898615
shape,iterativefit,central,0,0.1,0.12,0.52,0.54,1.0769222975
shape,iterativefit,central,0,0.1,0.12,0.54,0.56,1.0509322882
shape,iterativefit,central,0,0.1,0.12,0.56,0.58,1.0594353676
shape,iterativefit,central,0,0.1,0.12,0.58,0.6,1.0895254612
shape,iterativefit,central,0,0.1,0.12,0.6,0.62,1.0583415031
shape,iterativefit,central,0,0.1,0.12,0.62,0.64,1.0164600611
shape,iterativefit,central,0,0.1,0.12,0.64,0.66,0.9760767817
shape,iterativefit,central,0,0.1,0.12,0.66,0.68,0.9936237335
shape,iterativefit,central,0,0.1,0.12,0.68,0.7,1.0161406994
shape,iterativefit,central,0,0.1,0.12,0.7,0.72,1.0469399691
shape,iterativefit,central,0,0.1,0.12,0.72,0.74,1.0678117275
shape,iterativefit,central,0,0.1,0.12,0.74,0.76,1.0591137409
shape,iterativefit,central,0,0.1,0.12,0.76,0.78,1.0139349699
shape,iterativefit,central,0,0.1,0.12,0.78,0.8,1.0450494289
shape,iterativefit,central,0,0.1,0.12,0.8,0.82,1.0623313189
shape,iterativefit,central,0,0.1,0.12,0.82,0.84,1.1051443815
shape,iterativefit,central,0,0.1,0.12,0.84,0.86,1.1208518744
shape,iterativefit,central,0,0.1,0.12,0.86,0.88,1.1349668503
shape,iterativefit,central,0,0.1,0.12,0.88,0.9,1.1196058989
shape,iterativefit,central,0,0.1,0.12,0.9,0.92,1.1007744074
shape,iterativefit,central,0,0.1,0.12,0.92,0.94,1.082408905
shape,iterativefit,central,0,0.1,0.12,0.94,0.96,1.1098006964
shape,iterativefit,central,0,0.1,0.12,0.96,0.98,1.1628490686
shape,iterativefit,central,0,0.1,0.12,0.98,1.0,1.1657032967
shape,iterativefit,central,0,0.12,0.14,0.0,0.02,1.8144152164
shape,iterativefit,central,0,0.12,0.14,0.02,0.04,1.8144152164
shape,iterativefit,central,0,0.12,0.14,0.04,0.06,2.2947285175
shape,iterativefit,central,0,0.12,0.14,0.06,0.08,1.9358514547
shape,iterativefit,central,0,0.12,0.14,0.08,0.1,1.7269384861
shape,iterativefit,central,0,0.12,0.14,0.1,0.12,1.5758062601
shape,iterativefit,central,0,0.12,0.14,0.12,0.14,1.4692857265
